"ID";"CulturalCenterName";"AdmArea";"District";"Address";"NumberOfAccessPoints";"WiFiName";"CoverageArea";"FunctionFlag";"AccessFlag";"Password";"Latitude_WGS84";"Longitude_WGS84";"global_id";"geodata_center";"geoarea";
"194";"ГБУДО города Москвы «Детская музыкальная школа имени Караева»";"Южный административный округ";"район Нагатинский Затон";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, Нагатинская набережная, дом 54";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.688913";"37.684542";"1015100383";"";"";
"195";"ГБУК города Москвы «ОКЦ СЗАО» Клуб «Феникс»";"Северо-Западный административный округ";"район Щукино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, Авиационная улица, дом 19";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.809803";"37.475225";"1015100384";"";"";
"196";"ГБУК города Москвы «ОКЦ СЗАО» Клуб «Феникс»";"Северо-Западный административный округ";"район Щукино";"город Москва, улица Маршала Бирюзова, дом 12";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.793328";"37.494458";"1015100385";"";"";
"197";"ГБУК города Москвы «ОКЦ СЗАО» Клуб «Феникс»";"Северо-Западный административный округ";"район Щукино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Маршала Василевского, дом 11, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.805604";"37.468470";"1015100386";"";"";
"198";"ГБУК города Москвы «ОКЦ ЗелАО» Экспериментальный центр социальной адаптации и творческого развития детей и подростков «Творческий лицей»";"Зеленоградский административный округ";"район Старое Крюково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Старое Крюково, город Зеленоград, корпус 832";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.981510";"37.177596";"1015100387";"";"";
"199";"ГБУК города Москвы «ОКЦ ЗелАО» Экспериментальный центр социальной адаптации и творческого развития детей и подростков «Творческий лицей»";"Зеленоградский административный округ";"район Старое Крюково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Старое Крюково, город Зеленоград, корпус 813";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.976806";"37.186947";"1015100388";"";"";
"200";"ГБУДО города Москвы «Детская музыкальная школа №100»";"Центральный административный округ";"Мещанский район";"город Москва, Большая Переяславская улица, дом 8А";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.781539";"37.643156";"1015100389";"";"";
"201";"ГБУДО города Москвы «Детская музыкальная школа имени Табакова»";"Западный административный округ";"район Тропарёво-Никулино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тропарево-Никулино, улица 26-ти Бакинских Комиссаров, дом 18";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.662242";"37.486724";"1015211807";"";"";
"202";"ГБУК города Москвы «Московский театр «Мастерская Фоменко»";"Западный административный округ";"район Дорогомилово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, набережная Тараса Шевченко, дом 29";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.743456";"37.535394";"1015211808";"";"";
"203";"ГБУК города Москвы «Московская дирекция по развитию культурных центров»";"Центральный административный округ";"Мещанский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, Трифоновская улица, дом 61, корпус 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.790418";"37.632978";"1015211809";"";"";
"204";"ГБУК города Москвы «Московский театр на Таганке»";"Центральный административный округ";"Таганский район";"город Москва, улица Земляной Вал, дом 76/21, строение 1";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.743178";"37.653864";"1078705422";"";"";
"205";"ГБОУДО города Москвы «Дворец творчества детей и молодежи «Преображенский»";"Восточный административный округ";"район Преображенское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Преображенское, Большая Черкизовская улица, дом 15";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.802422";"37.733015";"1078705423";"";"";
"206";"ГБУДО города Москвы «Детская школа искусств имени Крайнева»";"Юго-Западный административный округ";"район Южное Бутово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, улица Адмирала Лазарева, дом 57";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.539232";"37.510152";"1078705558";"";"";
"211";"ГБУДО города Москвы «Детская школа искусств имени Балакирева»";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Выхино-Жулебино, Ферганская улица, дом 23";"34";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.704139";"37.823089";"1103080646";"";"";
"212";"ГБУДО города Москвы «Музыкальная школа №96»";"Западный административный округ";"район Филёвский Парк";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Фили-Давыдково, Малая Филёвская улица, дом 8, корпус 1";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.751857";"37.509271";"1103080650";"";"";
"213";"ГБУК города Москвы «ОКЦ ВАО» Культурный центр «Акулово»";"Восточный административный округ";"район Восточный";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточный, посёлок Акулово, дом 20";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"56.007941";"37.795493";"1103080653";"";"";
"214";"ГБУК города Москвы «Московский драматический театр «Сфера»";"Центральный административный округ";"Тверской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Каретный Ряд, дом 3, строение 3";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.770112";"37.608904";"1103080655";"";"";
"215";"ГБУДО города Москвы «Московская городская объединенная детская школа искусств «Кусково» Детская музыкальная школа имени Листа";"Восточный административный округ";"район Вешняки";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, Косинская улица, дом 10Б";"14";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.724789";"37.835899";"1103080659";"";"";
"216";"ГБУК города Москвы «Московский культурный фольклорный центр под руководством Людмилы Рюминой»";"Западный административный округ";"район Филёвский Парк";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, улица Барклая, дом 9";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.741292";"37.499642";"1103080660";"";"";
"217";"ГБУК города Москвы «Дом Романса»";"Северо-Западный административный округ";"район Щукино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Маршала Василевского, дом 1, корпус 1";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.802543";"37.474830";"1103080663";"";"";
"218";"ГБУДО города Москвы «Детская музыкальная школа имени Одоевского»";"Центральный административный округ";"Красносельский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Докучаев переулок, дом 7, строение 1";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.774482";"37.642671";"1103080667";"";"";
"219";"ГБУДО города Москвы «Детская музыкальная школа имени Одоевского»";"Центральный административный округ";"Красносельский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Докучаев переулок, дом 7, строение 2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.774694";"37.642842";"1103080670";"";"";
"207";"ГБУК города Москвы «ОКЦ САО» Центр культуры «Гармония»";"Северный административный округ";"Войковский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Войковский, Ленинградское шоссе, дом 9, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.816632";"37.498591";"1103080689";"";"";
"208";"ГБУДО города Москвы «Детская школа искусств имени Рубинштейна»";"Центральный административный округ";"Красносельский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Верхняя Красносельская улица, дом 7А, строение 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.785422";"37.662030";"1103080693";"";"";
"209";"ГБУДО города Москвы «Московская городская объединенная детская школа искусств «Кусково» Детская школа искусств имени Римского Корсакова";"Восточный административный округ";"район Новогиреево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Новогиреевская улица, дом 58";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.747358";"37.801134";"1103080696";"";"";
"210";"ГБУДО города Москвы «Детская музыкальная школа имени Гайдна»";"Восточный административный округ";"район Новокосино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 26";"25";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.740938";"37.862938";"1103080698";"";"";
"220";"ГБУДО города Москвы «Детская школа искусств №6»";"Северный административный округ";"район Коптево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коптево, улица Генерала Рычагова, дом 20А";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.840563";"37.539742";"1103098039";"";"";
"221";"ГБУДО города Москвы «Детская музыкальная школа имени Гилельса»";"Южный административный округ";"Нагорный район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагорный, Черноморский бульвар, дом 1, корпус 2";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.643581";"37.614635";"1125173930";"";"";
"222";"ГБУК города Москвы «ОКЦ САО» Центр культуры «Гармония»";"Северный административный округ";"район Восточное Дегунино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Дегунино, Дубнинская улица, дом 73А";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.882783";"37.556613";"1139326982";"";"";
"224";"ГБУДО города Москвы «Детская школа искусств имени Крайнева»";"Юго-Западный административный округ";"район Южное Бутово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, бульвар Адмирала Ушакова, дом 11";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.546083";"37.549193";"1139326984";"";"";
"225";"ГБУДО города Москвы «Детская школа искусств имени Саульского»";"Западный административный округ";"Можайский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, Козлова улица, дом 48";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.716620";"37.447943";"1139326985";"";"";
"226";"ГБУДО города Москвы «Детская музыкальная школа имени Чайковского»";"Южный административный округ";"район Чертаново Северное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Северное, Днепропетровская улица, дом 8А";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.624479";"37.592015";"1139326986";"";"";
"227";"ГБУДО города Москвы «Детская музыкальная хоровая школа имени Радченко»";"Центральный административный округ";"Таганский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Воронцовская улица, дом 30А";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.735677";"37.660018";"1139326987";"";"";
"223";"ГБУК города Москвы «Московский государственный академический театр танца «Гжель»";"Северо-Западный административный округ";"район Покровское-Стрешнево";"город Москва, улица Свободы, дом 10";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.829679";"37.453926";"1139326993";"";"";
"233";"ГБУК города Москвы «ОКЦ СВАО» Московский многофункциональный культурный центр";"Северо-Восточный административный округ";"Ярославский район";"город Москва, Ярославское шоссе, дом 124";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.870718";"37.713719";"1266596418";"";"";
"230";"ГБУДО города Москвы «Детская художественная школа «Солнцево»";"Западный административный округ";"район Солнцево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, улица 50 лет Октября, дом 29Б";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.657850";"37.410861";"1266596421";"";"";
"231";"ГБУК города Москвы «ОКЦ ЮАО» Территориальная клубная система «Орехово»";"Южный административный округ";"район Орехово-Борисово Южное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Южное, Домодедовская улица, дом 24, корпус 2";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.607906";"37.708572";"1266596422";"";"";
"232";"ГБУДО города Москвы «Детская музыкальная школа имени Майкапара»";"Северо-Западный административный округ";"район Строгино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, улица Маршала Катукова, дом 19, корпус 3";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.807385";"37.410960";"1266596423";"";"";
"228";"ГБУДО города Москвы «Детская школа искусств «Центр»";"Юго-Восточный административный округ";"район Кузьминки";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кузьминки, Волгоградский проспект, дом 109, корпус 6";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.709064";"37.760611";"1266596455";"";"";
"229";"ГБУДО города Москвы «Детская музыкальная школа имени Хачатуряна»";"Северный административный округ";"район Ховрино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ховрино, Фестивальная улица, дом 61Б";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.862934";"37.496506";"1266596456";"";"";
"234";"ГБУДО города Москвы «Московская городская объединенная детская школа искусств «Кусково» Детская музыкальная школа имени Будашкина";"Восточный административный округ";"район Перово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, 1-я Владимирская улица, дом 29, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.752936";"37.778434";"2351321772";"";"";
"235";"ГБУДО города Москвы «Московская городская объединенная детская школа искусств «Кусково» Детская музыкальная школа имени Шостаковича";"Восточный административный округ";"район Вешняки";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, аллея Жемчуговой, дом 1Б";"18";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.733092";"37.816846";"2351321773";"";"";
"236";"ГБУДО города Москвы «Детская школа искусств №10»";"Южный административный округ";"район Братеево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Братеево, Братеевская улица, дом 21, корпус 2";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.634364";"37.751592";"2351321774";"";"";
"242";"ГБУДО города Москвы «Детская школа искусств №10»";"Южный административный округ";"район Братеево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Братеево, Братеевская улица, дом 25, корпус 2";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.633826";"37.752850";"2351321775";"";"";
"243";"ГБУК города Москвы «ОКЦ ВАО» Культурный центр «Акулово»";"Восточный административный округ";"район Восточный";"город Москва, посёлок Акулово, дом 18А";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"56.005450";"37.794846";"2351321776";"";"";
"244";"ГБУК города Москвы «ОКЦ ВАО» Культурный центр «Акулово»";"Восточный административный округ";"район Восточный";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточный, посёлок Акулово, дом 25";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"56.005621";"37.797559";"2351321777";"";"";
"245";"ГБУДО города Москвы «Детская музыкальная школа имени Осипова»";"Центральный административный округ";"Мещанский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, проспект Мира, дом 71, строение 3";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.788252";"37.633769";"2351321778";"";"";
"246";"ГБУК города Москвы «ОКЦ СВАО» Культурный центр «Северный»";"Северо-Восточный административный округ";"район Северный";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северный, 3-я Северная линия, дом 17";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.939842";"37.553478";"2351321779";"";"";
"247";"ГБУДО города Москвы «Детская музыкальная школа имени Игумнова»";"Центральный административный округ";"Басманный район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Покровка, дом 39, строение 3";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.762373";"37.651268";"2351321780";"";"";
"248";"ГБУДО города Москвы «Детская хореографическая школа «Фуэте»";"Зеленоградский административный округ";"район Матушкино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Матушкино, город Зеленоград, корпус 127";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"56.004157";"37.207186";"2351321781";"";"";
"249";"ГБУДО города Москвы «Детская музыкальная школа имени Нейгауза»";"Юго-Восточный административный округ";"Рязанский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Рязанский, улица Михайлова, дом 20, корпус 2";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.725990";"37.767124";"2351321782";"";"";
"250";"ГБУК города Москвы «Московский театр «Театр Луны»";"Центральный административный округ";"район Замоскворечье";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, улица Малая Ордынка, дом 31, строение 1";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.733624";"37.626008";"2351321783";"";"";
"251";"ГБУК города Москвы «Московский театр «Театр Луны» Детская театральная студия «Маленькая Луна»";"Центральный административный округ";"район Замоскворечье";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, улица Малая Ордынка, дом 33, строение 1";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.733371";"37.625882";"2351321784";"";"";
"252";"ГБУДО города Москвы «Детская художественная школа имени Серова»";"Центральный административный округ";"район Хамовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, улица Пречистенка, дом 32/1, строение 1";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.740624";"37.590686";"2351321785";"";"";
"253";"ГБУДО города Москвы «Детская музыкальная школа имени Мурадели»";"Центральный административный округ";"район Хамовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, улица Пречистенка, дом 32/1, строение 7";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.741024";"37.590596";"2351321786";"";"";
"254";"ГБУДО города Москвы «Детская музыкальная школа имени Грига»";"Западный административный округ";"район Проспект Вернадского";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, улица Лобачевского, дом 38";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.669011";"37.503810";"2351321787";"";"";
"255";"ГБУДО города Москвы «Детская музыкальная школа имени Нейгауза»";"Юго-Восточный административный округ";"Рязанский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Рязанский, 1-я Новокузьминская улица, дом 19";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.714668";"37.790893";"2351321788";"";"";
"256";"ГБУДО города Москвы «Детская школа искусств имени Светланова»";"Северо-Восточный административный округ";"Алексеевский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, Кулаков переулок, дом 7";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.804759";"37.639455";"2351321789";"";"";
"267";"ГБУДО города Москвы «Детская музыкальная школа имени Глазунова»";"Юго-Восточный административный округ";"район Люблино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, улица Верхние Поля, дом 11, корпус 2";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.666213";"37.747082";"2351321790";"";"";
"237";"ГБУДО города Москвы «Киевская Детская музыкальная школа»";"Троицкий административный округ";"поселение Киевский";"Российская Федерация, город Москва, внутригородская территория поселение Киевский, рабочий посёлок Киевский, дом 16А";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.429445";"36.867892";"2351321791";"";"";
"257";"ГБУДО города Москвы «Детская школа искусств имени Шуберта»";"Западный административный округ";"район Проспект Вернадского";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, улица Лобачевского, дом 66Б";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.677169";"37.495626";"2351321792";"";"";
"268";"ГБУДО города Москвы «Детская школа искусств «Надежда»";"Северо-Западный административный округ";"район Щукино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Академика Курчатова, дом 23/13";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.806429";"37.476842";"2351321793";"";"";
"238";"ГБУК города Москвы «ОКЦ ТиНАО» Культурный центр «Киевский»";"Троицкий административный округ";"поселение Киевский";"Российская Федерация, город Москва, внутригородская территория поселение Киевский, рабочий посёлок Киевский, дом 16А";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.429445";"36.867892";"2351321794";"";"";
"239";"ГБУДО города Москвы «Детская музыкальная школа имени Бабаджаняна»";"Северо-Восточный административный округ";"Алексеевский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, проспект Мира, дом 118";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.810668";"37.638305";"2351321796";"";"";
"240";"ГБУК города Москвы «ОКЦ ЮАО» Территориальная клубная система «Орехово»";"Южный административный округ";"район Орехово-Борисово Северное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Северное, Борисовский проезд, дом 11, корпус 3";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.627087";"37.719334";"2351321798";"";"";
"260";"ГБУДО города Москвы «Детская музыкальная хоровая школа «Весна» имени Пономарева»";"Северо-Восточный административный округ";"район Южное Медведково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Медведково, проезд Дежнёва, дом 3";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.870895";"37.648025";"2351321799";"";"";
"241";"ГБУК города Москвы «Московский молодежный экспериментальный театр под руководством Вячеслава Спесивцева»";"Северо-Восточный административный округ";"Бутырский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, улица Руставели, дом 19";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.813946";"37.599911";"2351321800";"";"";
"261";"ГБУДО города Москвы «Детская музыкальная школа имени Калинина»";"Юго-Восточный административный округ";"район Капотня";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Капотня, 2-й квартал Капотня, дом 3";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.640045";"37.798403";"2351321801";"";"";
"262";"ГБУДО города Москвы «Кокошкинская детская школа искусств»";"Новомосковский административный округ";"поселение Кокошкино";"Российская Федерация, город Москва, внутригородская территория поселение Кокошкино, дачный посёлок Кокошкино, Дачная улица, дом 7А";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.598070";"37.162755";"2351321802";"";"";
"263";"ГБУДО города Москвы «Краснопресненская детская художественная школа»";"Центральный административный округ";"Пресненский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, улица Красина, дом 27";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.768603";"37.585170";"2351321803";"";"";
"264";"ГБУК города Москвы «Детский драматический театр «На набережной»";"Центральный административный округ";"район Хамовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Фрунзенская набережная, дом 48";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.717878";"37.579690";"2351321804";"";"";
"265";"ГБУК города Москвы «Московский театр «ET CETERA» под руководством Александра Калягина»";"Центральный административный округ";"Красносельский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Фролов переулок, дом 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.765063";"37.635620";"2351321805";"";"";
"266";"ГБУДО «Тимирязевская детская художественная школа»";"Северный административный округ";"Тимирязевский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тимирязевский, Дмитровское шоссе, дом 34, корпус 2";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.840219";"37.574615";"2351321806";"";"";
"258";"ГБУК города Москвы «Московский государственный академический театр оперетты»";"Центральный административный округ";"Тверской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Большая Дмитровка, дом 6";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.760201";"37.616243";"2353233750";"";"";
"259";"ГБУК города Москвы «Детский драматический театр «На набережной»";"Центральный административный округ";"район Хамовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, улица Хамовнический Вал, дом 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.716108";"37.576600";"2353233751";"";"";
"269";"ГБУДО города Москвы «Детская музыкальная школа имени Александрова»";"Западный административный округ";"район Дорогомилово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, Кутузовский проспект, дом 26, корпус 1";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.743330";"37.542392";"2366828608";"";"";
"270";"ГБУДО города Москвы «Детская художественная школа имени Репина»";"Восточный административный округ";"район Ивановское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, шоссе Энтузиастов, дом 53";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.773641";"37.825990";"2366828609";"";"";
